,Release Date,Movie,Genre,ProductionBudget,BoxOffice
48,2015-05-15,mad max: fury road,action,150000000,153636354
49,2008-01-18,mad money,comedy,22000000,20668843
51,1998-03-20,madadayo,drama,11900000,48856
52,2005-05-27,madagascar,adventure,75000000,193166575
53,2012-06-08,madagascar 3: europes most wanted,adventure,145000000,216391482
55,2008-11-07,madagascar: escape 2 africa,comedy,150000000,180010950
64,2001-07-13,made,comedy,5000000,5308707
68,2010-11-19,made in dagenham,drama,8000000,1095369
72,2008-05-02,made of honor,romantic comedy,40000000,46012734
76,2009-02-20,madea goes to jail,comedy,17500000,90508336
1334,2006-02-24,madeas family reunion,comedy,10000000,63257940
85,2005-04-22,madison,drama,15500000,517262
103,2015-05-08,maggie,drama,4500000,187112
117,2012-06-29,magic mike,comedy,7000000,113721571
118,2015-07-01,magic mike xxl,comedy,14500000,66013057
128,1999-12-17,magnolia,drama,37000000,22450975
135,2002-12-13,maid in manhattan,romantic comedy,55000000,93932896
160,1965-04-07,major dundee,western,3800000,14873
161,1989-04-07,major league,comedy,11000000,49793054
187,1992-11-18,malcolm x,drama,35000000,44707772
190,2014-05-30,maleficent,adventure,180000000,241407328
192,2004-09-10,malevolence,horror,200000,126021
193,2003-04-18,malibus most wanted,comedy,15000000,34308901
197,1995-10-20,mallrats,comedy,6100000,2028211
199,1987-05-01,malone,action,10000000,3000000
203,2013-01-18,mama,horror,15000000,71628180
209,2003-06-06,mambo italiano,comedy,5500000,3031801
213,2008-07-18,mamma mia!,musical,52000000,143762955
223,2006-12-21,man cheng jin dai huang jin jia,action,45000000,6566773
245,2013-06-14,man of steel,action,225000000,291045518
249,2005-02-25,man of the house,comedy,50000000,19118247
250,2006-10-13,man of the year,comedy,20000000,37442180
257,2012-01-27,man on a ledge,thriller/suspense,42000000,18620000
255,2004-04-23,man on fire,thriller/suspense,60000000,77906816
258,1999-12-22,man on the moon,drama,52000000,34580635
260,2008-07-25,man on wire,documentary,1900000,2962242
306,2013-11-29,mandela: long walk to freedom,drama,35000000,8323085
307,2006-01-27,manderlay,drama,14200000,74205
364,2010-08-20,maos last dancer,drama,18000000,4806750
371,2004-12-17,mar adentro,drama,13300000,2086345
377,2003-08-22,marci x,comedy,20000000,1646664
386,2011-09-30,margaret,drama,14000000,47185
391,2011-10-21,margin call,drama,3400000,5353586
396,2004-07-16,maria full of grace,drama,3200000,6529624
402,2006-10-20,marie antoinette,drama,40000000,15962471
406,2006-03-31,marilyn hotchkiss ballroom dancing and charm school,musical,2500000,341897
421,2008-12-25,marley & me,comedy,60000000,143153751
423,2010-06-04,marmaduke,comedy,50000000,33644788
432,2008-03-07,married life,drama,12000000,1506998
438,1996-12-13,mars attacks!,comedy,80000000,37754208
439,2011-03-11,mars needs moms,adventure,150000000,21392758
442,2011-10-21,martha marcy may marlene,thriller/suspense,1000000,2981038
447,2002-08-02,martin lawrence live: runteldat,concert/performance,3000000,19184820
458,1996-12-20,marvins room,drama,23000000,12782508
464,1964-08-26,mary poppins,musical,6000000,102300000
467,1996-02-23,mary reilly,drama,47000000,5615008
483,2003-07-24,masked and anonymous,drama,7500000,533344
494,2003-11-14,master and commander: the far side of the world,adventure,135000000,93926386
517,2005-12-28,match point,thriller/suspense,15000000,23089926
557,2015-06-26,max,adventure,20000000,42656255
561,2001-10-05,max keebles big move,comedy,12000000,17292381
562,2008-10-17,max payne,action,35000000,40687294
570,1996-09-13,maximum risk,action,25000000,14039438
587,2015-09-18,maze runner: the scorch trials,thriller/suspense,61000000,81697192
596,2015-02-20,mcfarland usa,drama,17000000,44480275
597,1997-04-18,mchales navy,comedy,42000000,4368453
606,2009-11-25,me and orson welles,drama,25000000,1190003
607,2005-06-17,me and you and everyone we know,drama,2000000,3885134
612,2000-06-23,me myself & irene,romantic comedy,51000000,90570999
615,2015-09-28,me you and five bucks,romantic comedy,1500000,2105
622,2004-08-20,mean creek,drama,500000,603951
623,2004-04-30,mean girls,comedy,18000000,86047227
645,1992-02-07,medicine man,drama,40000000,44948240
651,2011-04-08,meeks cutoff,drama,2000000,977772
655,2008-07-11,meet dave,comedy,60000000,11803254
656,1998-11-13,meet joe black,drama,85000000,44606335
664,2008-03-21,meet the browns,comedy,20000000,41975388
665,1998-03-27,meet the deedles,comedy,24000000,4351341
666,2004-12-22,meet the fockers,comedy,60000000,279167575
668,2000-10-06,meet the parents,comedy,55000000,166225040
671,2008-01-25,meet the spartans,comedy,30000000,38233676
684,1982-06-25,megaforce,action,18000000,5675599
685,2010-11-05,megamind,adventure,130000000,148415853
688,2001-09-21,megiddo: omega code 2,action,22000000,6047691
708,2011-11-11,melancholia,thriller/suspense,9400000,3030848
716,2001-03-16,memento,drama,5000000,25530884
718,2005-12-09,memoirs of a geisha,drama,85000000,57010853
719,1992-02-28,memoirs of an invisible man,comedy,40000000,14358033
735,1997-07-01,men in black,adventure,90000000,250147615
736,2002-07-03,men in black 2,action,140000000,190418803
737,2012-05-25,men in black 3,adventure,215000000,179020854
738,2000-11-10,men of honor,drama,32000000,48814909
741,2002-03-08,men with brooms,comedy,7500000,4239767
745,1993-05-26,menace ii society,action,3500000,27731527
773,1998-04-03,mercury rising,thriller/suspense,60000000,32940507
777,2000-10-31,mercy streets,drama,600000,173599
798,1999-02-12,message in a bottle,drama,30000000,52799004
837,2013-09-27,metallica through the never,concert/performance,18000000,3419967
841,1979-01-01,meteor,action,16000000,8400000
848,2002-01-25,metropolis,adventure,15000000,673414
849,1990-08-03,metropolitan,comedy,430000,2938000
866,2006-07-28,miami vice,action,135000000,63450470
869,2007-10-05,michael clayton,drama,21500000,49033882
870,1996-10-11,michael collins,drama,25000000,11030963
874,2009-10-28,michael jacksons this is it,documentary,60000000,72091016
875,2000-05-05,michael jordan to the max,documentary,7000000,18642318
880,1999-08-20,mickey blue eyes,comedy,40000000,33864342
894,2010-05-28,micmacs,comedy,42000000,1259693
903,2012-10-12,middle of nowhere,drama,200000,236806
916,2011-05-20,midnight in paris,romantic comedy,30000000,56816662
917,1997-11-21,midnight in the garden of good and evil,drama,35000000,25078937
921,2008-08-01,midnight meat train,thriller/suspense,15000000,73548
924,1988-07-20,midnight run,action,30000000,38413606
944,1998-12-25,mighty joe young,adventure,80000000,50628009
968,2008-11-26,milk,drama,20000000,31841299
978,2014-05-10,million dollar arm,drama,25000000,36447959
979,2004-12-15,million dollar baby,drama,30000000,100422786
998,2005-05-13,mindhunters,thriller/suspense,27000000,4476235
1007,2015-07-10,minions,comedy,74000000,336045770
1013,2002-06-21,minority report,action,102000000,132024714
1023,2004-02-06,miracle,drama,28000000,64378093
1017,2008-09-26,miracle at st anna,drama,45000000,7916887
1032,2012-03-30,mirror mirror,adventure,85000000,64935167
1034,2005-09-30,mirrormask,drama,4000000,864959
1035,2008-08-15,mirrors,horror,35000000,30691439
1053,2000-12-22,miss congeniality,comedy,45000000,106807667
1054,2005-03-24,miss congeniality 2: armed and fabulous,comedy,60000000,48478006
1062,2009-03-13,miss march,comedy,6000000,4543320
1067,2006-12-29,miss potter,drama,30000000,2975649
1091,2000-03-10,mission to mars,adventure,90000000,60874615
1081,1996-05-21,mission: impossible,action,80000000,180891004
1085,2011-12-16,mission: impossible - ghost protocol,action,145000000,209397903
1086,2015-07-31,mission: impossible - rogue nation,action,150000000,195042377
1082,2000-05-24,mission: impossible 2,action,120000000,215409889
1084,2006-05-05,mission: impossible iii,action,150000000,133501348
1098,1999-01-15,mississippi mermaid,drama,1600000,27795
1119,1990-08-03,mo better blues,drama,10000000,16153000
1131,1956-01-01,moby dick,adventure,4500000,10400000
1138,1981-12-25,modern problems,comedy,8000000,22886688
1140,1936-02-05,modern times,comedy,1500000,163245
1152,2007-07-27,molière,comedy,21600000,635733
1175,1981-09-18,mommie dearest,drama,5000000,17988509
1180,2014-05-09,moms’ night out,comedy,5000000,10429707
1190,2003-12-19,mona lisa smile,drama,65000000,63803100
1204,1997-08-22,money talks,action,25000000,41067398
1205,1995-11-22,money train,action,68000000,35305090
1206,2011-09-23,moneyball,drama,50000000,75605492
1207,2008-06-06,mongol,drama,18000000,5705761
1221,2001-02-23,monkeybone,comedy,75000000,5409517
1224,1999-10-29,mononoke-hime,adventure,20000000,2374107
1232,2002-02-22,monsoon wedding,comedy,1200000,13876974
1233,2003-12-24,monster,drama,5000000,34469210
1242,2006-07-21,monster house,adventure,75000000,73661010
1245,2005-05-13,monster-in-law,comedy,45000000,82931301
1249,2010-10-29,monsters,drama,500000,237301
1250,2001-12-26,monsters ball,drama,4000000,31273922
1252,2001-11-02,monsters inc,adventure,115000000,289423425
1254,2013-06-21,monsters university,adventure,200000000,268488329
1255,2009-03-27,monsters vs aliens,adventure,175000000,198351526
1262,2011-07-01,monte carlo,romantic comedy,20000000,23186769
1267,1975-05-10,monty python and the holy grail,comedy,400000,3427696
1281,2009-06-12,moon,thriller/suspense,5000000,5010163
1292,2002-09-27,moonlight mile,drama,21000000,6830957
1295,1979-06-29,moonraker,action,31000000,70300000
1296,2012-05-25,moonrise kingdom,drama,16000000,45512466
1301,2011-02-11,mooz-lum,drama,1500000,362239
1319,2010-11-10,morning glory,comedy,40000000,31011732
1326,1995-08-18,mortal kombat,action,20000000,70423929
1328,1997-11-21,mortal kombat: annihilation,action,30000000,35927406
1370,2009-10-23,motherhood,comedy,10000000,93388
1390,2001-05-18,moulin rouge,musical,53000000,57386369
1395,1997-12-19,mouse hunt,comedy,38000000,61834214
1404,2013-01-25,movie 43,comedy,10000000,8840453
1411,2004-09-17,mr 3000,comedy,30000000,21800302
1418,2005-06-10,mr and mrs smith,action,110000000,186336279
1421,2007-08-24,mr beans holiday,comedy,25000000,32589350
1426,2002-06-28,mr deeds,comedy,50000000,126203320
1444,1998-03-20,mr nice guy,action,6000000,12674183
1447,2014-03-07,mr peabody & sherman,adventure,145000000,111506430
1450,2011-06-17,mr popperss penguins,adventure,55000000,68224452
1454,1939-01-01,mr smith goes to washington,drama,1500000,9000000
1456,2014-12-19,mr turner,drama,14000000,3958546
1468,1993-11-24,mrs doubtfire,comedy,25000000,218692701
1469,2005-12-09,mrs henderson presents,comedy,20000000,11036366
1475,1996-04-19,mrs winterbourne,romantic comedy,25000000,10039566
1482,1993-05-07,much ado about nothing,comedy,8000000,22549338
1486,2013-04-26,mud,drama,10000000,21590086
1504,1998-06-19,mulan,adventure,90000000,120618403
1511,2001-10-08,mulholland drive,drama,15000000,7219578
1514,1996-07-17,multiplicity,comedy,45000000,20101861
1516,1999-09-24,mumford,comedy,28700000,4559569
1528,2005-12-23,munich,drama,75000000,47379090
1535,1999-07-14,muppets from space,comedy,24000000,16304786
1536,2014-03-21,muppets most wanted,comedy,55000000,51178893
1544,2002-04-19,murder by numbers,thriller/suspense,50000000,31874869
1557,2005-07-08,murderball,documentary,350000,1523883
1573,2007-02-14,music and lyrics,romantic comedy,40000000,50572589
1591,2005-07-29,must love dogs,romantic comedy,35000000,43894863
1601,2006-09-01,mutual appreciation,comedy,30000,103509
1607,2015-11-13,my all-american,drama,20000000,2246000
1611,2004-01-09,my babys daddy,comedy,12000000,17321573
1615,2008-09-19,my best friends girl,comedy,20000000,19219250
1616,1997-06-20,my best friends wedding,comedy,46000000,126805112
1617,2002-04-19,my big fat greek wedding,romantic comedy,5000000,241438208
1619,2005-09-30,my big fat independent movie,comedy,3000000,4655
1620,2009-01-16,my bloody valentine,horror,14000000,51545952
1622,2008-04-04,my blueberry nights,drama,10000000,866778
1625,2003-08-22,my bosss daughter,romantic comedy,14000000,15549702
1636,1992-03-13,my cousin vinny,comedy,11000000,52929168
1639,2005-08-05,my date with drew,documentary,1100,181041
1643,2000-01-12,my dog skip,drama,7000000,34099640
1646,2010-09-01,my dog tulip,drama,350000,246574
1648,1964-10-22,my fair lady,musical,17000000,72000000
1657,1999-02-12,my favorite martian,comedy,60000000,36850101
1659,1996-12-20,my fellow americans,comedy,21500000,22294341
1673,1991-11-27,my girl,comedy,16500000,58011485
1686,2009-06-05,my life in ruins,romantic comedy,17000000,8665206
1703,2008-10-31,my name is bruce,horror,1500000,173066
1707,2010-02-12,my name is khan,drama,8470000,4018771
1713,1991-09-29,my own private idaho,black comedy,2500000,6401336
1719,2009-06-26,my sisters keeper,drama,27500000,49200230
1723,2010-10-08,my soul to take,horror,25000000,14744435
1724,1988-12-09,my stepmother is an alien,comedy,16000000,13854000
1727,2005-06-17,my summer of love,drama,1700000,1000915
1728,2006-07-21,my super ex-girlfriend,comedy,30000000,22530295
1735,2011-11-23,my week with marilyn,drama,10000000,14597405
1748,1999-10-01,mystery alaska,comedy,28000000,8888143
1750,1999-08-06,mystery men,comedy,68000000,29762011
1756,1988-10-21,mystic pizza,comedy,6000000,12465564
1757,2003-10-08,mystic river,drama,30000000,90135191
262,2009-05-29,män som hatar kvinnor,thriller/suspense,13000000,12749992
1,2010-10-15,n-secure,thriller/suspense,1600000,2595644
8,2006-06-16,nacho libre,comedy,32000000,80197993
28,1994-03-18,naked gun 33 1/3: the final insult,comedy,30000000,50825302
33,2007-03-23,namastey london,romantic comedy,8400000,1207007
41,2007-06-15,nancy drew,thriller/suspense,2000000,25584685
43,2009-11-07,nanjing! nanjing!,drama,12000000,122558
47,2011-08-19,nannerl la soeur de mozart,drama,4500000,707885
50,2006-01-27,nanny mcphee,comedy,25000000,47124400
51,2010-08-20,nanny mcphee and the big bang,adventure,35000000,29011215
57,2004-06-11,napoleon dynamite,comedy,400000,44540956
64,2002-12-20,narc,thriller/suspense,7500000,10465659
89,1978-07-28,national lampoons animal house,comedy,3000000,141600000
104,2002-04-05,national lampoons van wilder,comedy,6000000,21005329
103,1983-07-29,national lampoon’s vacation,comedy,15000000,61399552
117,2004-11-19,national treasure,adventure,100000000,173005002
153,2008-07-04,ne le dis à personne,thriller/suspense,18500000,6198883
157,2005-12-09,neal n nikki,drama,1300000,100358
161,2013-11-15,nebraska,drama,12000000,17654912
169,2014-03-14,need for speed,action,66000000,43568507
180,2014-05-09,neighbors,comedy,18000000,150086800
209,1976-01-01,network,drama,3800000,23689877
215,2002-07-12,never again,romantic comedy,500000,307631
216,2008-03-14,never back down,action,21000000,24850922
224,2010-09-15,never let me go,drama,15000000,2419730
225,1983-10-07,never say never again,action,36000000,55432841
242,2009-01-30,new in town,romantic comedy,8000000,16734283
257,2011-12-09,new years eve,romantic comedy,26000000,54544638
263,2004-05-07,new york minute,comedy,40000000,14018364
264,1977-06-22,new york new york,musical,14000000,13800000
267,1989-03-01,new york stories,drama,15000000,10763469
270,2012-01-13,newlyweds,comedy,9000,4584
278,2009-05-08,next day air,comedy,3000000,10027047
279,2000-01-12,next friday,comedy,9500000,57176582
284,1998-08-21,next stop wonderland,romantic comedy,1000000,3386698
311,1953-01-21,niagara,thriller/suspense,1250000,2500000
316,2002-12-27,nicholas nickleby,drama,10000000,1562800
318,2008-10-03,nick and norahs infinite playlist,drama,10000000,31487293
328,2015-10-16,nie yin niang,drama,15000000,632542
333,2006-12-22,night at the museum,comedy,110000000,250863268
334,2009-05-22,night at the museum: battle of the smithsonian,comedy,150000000,177243721
335,2014-12-19,night at the museum: secret of the tomb,adventure,127000000,113746621
349,2014-08-15,night lights,drama,250000,12848
362,1990-10-19,night of the living dead,horror,4200000,5835247
363,1968-10-01,night of the living dead,horror,114000,12000000
382,2014-10-31,nightcrawler,thriller/suspense,8500000,32381218
384,1981-04-10,nighthawks,action,5000000,14600000
405,1991-03-08,nikita,thriller/suspense,7000000,5017971
409,2008-04-04,nims island,adventure,37000000,48006762
416,2009-12-18,nine,musical,80000000,19676965
417,1986-02-21,nine 1/2 weeks,drama,18000000,6734844
428,2009-11-25,ninja assassin,action,50000000,38122883
444,1995-12-20,nixon,drama,45000000,13642684
456,2007-11-09,no country for old men,action,25000000,74273505
458,2007-07-27,no end in sight,documentary,2000000,1433319
462,2015-08-26,no escape,thriller/suspense,5000000,27288872
466,2014-09-12,no good deed,thriller/suspense,13200000,52543632
473,2001-12-07,no mans land,drama,1000000,1059830
490,2007-07-27,no reservations,romantic comedy,28000000,43107979
494,2013-08-30,no se aceptan devoluciones,comedy,5000000,44467206
499,2011-01-21,no strings attached,romantic comedy,25000000,70662220
505,2014-03-28,noah,drama,130000000,101200044
524,2006-02-17,nochnoy dozor,action,4200000,1499188
536,2007-03-16,nomad,drama,40000000,79123
540,2014-02-28,non-stop,action,50000000,91742160
558,2005-10-21,north country,drama,30000000,18324242
569,2003-07-11,northfork,drama,1900000,1420578
585,2001-12-14,not another teen movie,comedy,15000000,37882551
586,2014-09-19,not cool,comedy,800000,35688
587,2009-01-09,not easily broken,drama,5000000,10572742
605,2006-12-25,notes on a scandal,drama,27500000,17510118
615,1997-07-18,nothing to lose,comedy,25000000,44477235
616,1946-01-01,notorious,thriller/suspense,2000000,24464742
617,2009-01-16,notorious,drama,19000000,36843682
624,1999-05-28,notting hill,romantic comedy,42000000,116089678
632,2005-07-22,november,drama,250000,191862
637,2001-11-16,novocaine,comedy,6000000,2025238
646,2013-05-31,now you see me,thriller/suspense,75000000,117723989
649,2010-10-08,nowhere boy,drama,1900000,1445366
651,2003-03-07,nowhere in africa,drama,6500000,6173485
655,1993-01-15,nowhere to run,action,15000000,20570994
664,2002-04-19,nueve reinas,drama,1500000,1222889
682,2000-09-08,nurse betty,black comedy,24000000,25170054
696,2000-07-28,nutty professor ii: the klumps,comedy,84000000,123307945
2,2000-12-22,o brother where art thou?,comedy,26000000,45506619
1,2001-08-31,o othello,drama,5000000,16017403
22,2013-04-19,oblivion,thriller/suspense,120000000,89107235
27,2009-04-10,observe and report,comedy,18000000,24007324
28,2009-04-24,obsessed,thriller/suspense,20000000,68261644
29,2008-08-29,obsluhoval jsem anglického krále,black comedy,4900000,617228
30,2014-06-06,obvious child,romantic comedy,1000000,3122616
40,2010-04-22,oceans,documentary,80000000,19422319
41,2001-12-07,oceans eleven,thriller/suspense,85000000,183417150
43,2007-06-08,oceans thirteen,adventure,85000000,117144465
44,2004-12-10,oceans twelve,adventure,110000000,125531634
49,2012-03-23,october baby,drama,1000000,5355847
53,1983-06-10,octopussy,action,27500000,62440579
55,2014-04-11,oculus,horror,5000000,27695246
93,1999-02-19,office space,black comedy,10000000,10824921
133,2009-11-25,old dogs,comedy,35000000,49492060
140,2003-02-21,old school,comedy,24000000,75155000
143,2005-03-25,oldboy,thriller/suspense,3000000,707391
152,2005-09-23,oliver twist,drama,65000000,1987287
150,1968-12-11,oliver!,musical,10000000,37402877
159,2013-03-22,olympus has fallen,thriller/suspense,70000000,98927592
183,1994-02-18,on deadly ground,action,50000000,38590458
186,1969-12-18,on her majestys secret service,action,8000000,22800000
193,2004-05-28,on the down low,drama,10000,1987
197,2001-10-26,on the line,romantic comedy,10000000,4365455
200,2005-07-15,on the outs,drama,250000,49772
203,2012-12-21,on the road,drama,25000000,720828
209,1954-07-28,on the waterfront,documentary,910000,9600000
210,2007-05-16,once,drama,150000,9439923
215,2006-07-07,once in a lifetime: the extraordinary story of the new york cosmos,documentary,1000000,144601
222,1984-06-01,once upon a time in america,drama,30000000,5321508
226,2003-09-12,once upon a time in mexico,action,29000000,56330657
248,2011-08-19,one day,drama,15000000,13843771
253,2013-08-30,one direction: this is us,concert/performance,10000000,28873374
259,1975-11-19,one flew over the cuckoos nest,drama,4400000,108981275
260,2012-01-27,one for the money,comedy,42000000,26414527
265,2002-08-21,one hour photo,drama,12000000,31597131
275,2008-01-04,one missed call,horror,20000000,26890041
284,2006-10-13,one night with the king,drama,20000000,13395961
300,1998-09-18,one true thing,drama,30000000,23209440
307,2009-10-23,ong-bak 2,action,15000000,102458
316,2013-07-19,only god forgives,thriller/suspense,4800000,775849
336,2006-11-22,opal dreams,drama,9000000,14443
343,2003-08-15,open range,western,26000000,58331254
347,2006-09-29,open season,adventure,85000000,84325668
354,2004-08-06,open water,thriller/suspense,500000,30500882
390,2002-01-11,orange county,comedy,18000000,41059716
400,1980-09-19,ordinary people,drama,6000000,52302978
407,1998-10-23,orgazmo,comedy,1000000,582024
410,2001-08-03,original sin,thriller/suspense,26000000,16521410
418,2009-07-24,orphan,drama,20000000,41596251
426,2004-01-30,osama,drama,500000,1127331
428,1997-12-31,oscar and lucinda,drama,12500000,1508689
432,2001-08-10,osmosis jones,comedy,70000000,13596911
445,1995-12-14,othello,drama,11000000,2844379
483,2014-10-24,ouija,horror,5000000,50856010
487,2015-10-30,our brand is crisis,drama,28000000,7002261
489,2010-03-12,our family wedding,comedy,14000000,20249621
490,2011-08-26,our idiot brother,comedy,5000000,24814830
505,2001-11-21,out cold,comedy,11000000,13906394
508,1985-12-18,out of africa,drama,31000000,79096868
516,1998-06-26,out of sight,drama,48000000,37474810
517,2007-10-19,out of the blue,drama,4600000,728
521,2013-12-04,out of the furnace,drama,22000000,11330849
524,2003-10-03,out of time,thriller/suspense,50000000,41083108
530,1995-03-10,outbreak,thriller/suspense,50000000,67598303
536,2009-01-23,outlander,adventure,50000000,166003
545,1999-09-01,outside providence,comedy,7000000,7309628
558,2008-02-01,over her dead body,comedy,10000000,7563670
561,2006-05-19,over the hedge,comedy,80000000,155019340
581,2003-05-02,owning mahowny,drama,10000000,1011054
593,2013-03-08,oz the great and powerful,adventure,200000000,234770996
14,2013-07-12,pacific rim,action,190000000,101802906
25,2015-01-16,paddington,adventure,55000000,76223578
35,2013-04-26,pain & gain,action,26000000,49875291
37,1969-10-15,paint your wagon,musical,20000000,31678778
43,1985-06-28,pale rider,western,6900000,41410568
53,2015-10-09,pan,adventure,150000000,35088320
62,2002-08-09,pandoras box,thriller/suspense,800000,881950
64,2009-09-25,pandorum,horror,40000000,10330853
66,2000-12-01,panic,drama,1000000,767007
69,2002-03-29,panic room,thriller/suspense,48000000,95308367
76,2004-09-03,paparazzi,thriller/suspense,20000000,15712072
87,2015-07-24,paper towns,drama,12000000,32000304
117,2013-08-16,paranoia,thriller/suspense,40000000,7388654
121,2009-09-25,paranormal activity,horror,450000,107918810
122,2010-10-20,paranormal activity 2,horror,3000000,84752907
123,2011-10-21,paranormal activity 3,horror,5000000,104028807
124,2012-10-19,paranormal activity 4,horror,5000000,53900335
126,2014-01-03,paranormal activity: the marked ones,horror,5000000,32462372
130,2012-08-17,paranorman,comedy,60000000,56003051
141,2012-12-25,parental guidance,comedy,25000000,77267296
149,2007-05-04,paris je taime,drama,13000000,4857374
159,2013-01-25,parker,thriller/suspense,35000000,17616641
179,2003-08-29,party monster,comedy,5000000,742898
190,2008-10-24,passchendaele,drama,20000000,4452423
219,1998-12-25,patch adams,comedy,50000000,135014968
228,2008-04-18,pathology,thriller/suspense,8000000,109045
235,1992-06-05,patriot games,action,45000000,83287363
244,2011-03-18,paul,comedy,40000000,37412945
245,2009-01-16,paul blart: mall cop,comedy,26000000,146336178
246,2015-04-17,paul blart: mall cop 2,comedy,38000000,71038190
263,2000-10-20,pay it forward,drama,40000000,33508922
265,1999-02-05,payback,action,50000000,81526121
268,2003-12-25,paycheck,thriller/suspense,60000000,53789313
270,1994-04-29,pcu,comedy,9000000,4333569
274,2005-01-28,peace propaganda and the promised land,documentary,70000,4930
275,2006-06-02,peaceful warrior,drama,10000000,2893666
280,2001-05-25,pearl harbor,action,151500000,198539855
290,2013-05-10,peeples,romantic comedy,15000000,9177065
293,1986-10-10,peggy sue got married,comedy,18000000,38948832
308,2014-11-26,penguins of madagascar,comedy,132000000,83350911
311,1980-05-10,penitentiary,drama,100000,287000
325,2012-06-29,people like us,drama,16000000,12431792
337,1967-05-10,per qualche dollaro in più,western,600000,4300000
338,1967-01-18,per un pugno di dollari,western,200000,3500000
339,2010-02-12,percy jackson & the olympians: the lightning thief,adventure,95000000,88768303
340,2013-08-07,percy jackson: sea of monsters,adventure,90000000,68559554
385,2006-12-27,perfume: the story of a murderer,drama,63700000,2223293
397,2007-12-25,persepolis,drama,7300000,4443403
410,1989-04-21,pet sematary,horror,11500000,52795778
419,1953-02-05,peter pan,adventure,4000000,87400000
421,2003-12-25,peter pan,adventure,100000000,48417850
423,2002-02-15,peter pan: return to neverland,adventure,20000000,48423368
448,1988-07-08,phantasm ii,horror,3000000,7000000
450,2013-03-01,phantom,thriller/suspense,18000000,1034589
470,2006-04-07,phat girlz,romantic comedy,3000000,7061128
473,1996-07-05,phenomenon,drama,32000000,104632573
476,1993-12-22,philadelphia,drama,26000000,76512063
482,2013-11-22,philomena,drama,12000000,37709979
494,2003-04-04,phone booth,thriller/suspense,11000000,46566212
502,1998-07-10,pi,thriller/suspense,68000,3216970
525,2003-10-17,pieces of april,comedy,300000,2498144
530,2007-06-15,pierrot le fou,drama,300000,70807
557,2012-06-01,pink ribbons inc,documentary,1200000,26608
562,2002-12-25,pinocchio,adventure,45000000,3681811
575,2010-08-20,piranha 3d,horror,24000000,25003155
585,2007-05-24,pirates of the caribbean: at worlds end,adventure,300000000,309420425
586,2006-07-07,pirates of the caribbean: dead mans chest,adventure,225000000,423315812
588,2011-05-20,pirates of the caribbean: on stranger tides,adventure,250000000,241063875
589,2003-07-09,pirates of the caribbean: the curse of the black pearl,adventure,125000000,305411224
597,2000-02-18,pitch black,horror,23000000,39235088
598,2012-09-28,pitch perfect,comedy,17000000,65001093
599,2015-05-15,pitch perfect 2,comedy,29000000,183785415
607,2015-07-24,pixels,comedy,90000000,78747585
630,2014-07-18,planes: fire and rescue,adventure,50000000,59157732
632,2009-11-20,planet 51,adventure,60000000,42194060
637,2001-07-27,planet of the apes,adventure,100000000,180011740
646,1986-12-19,platoon,drama,6000000,132761962
652,1999-12-24,play it to the bone,comedy,24000000,8427204
668,1986-10-03,playing for keeps,romantic comedy,35000000,2000000
694,2013-09-13,plush,thriller/suspense,2000000,3320
699,1995-06-10,pocahontas,adventure,55000000,141567679
709,1993-07-23,poetic justice,drama,14000000,25107237
713,2015-12-25,point break,action,100000000,28782481
712,1991-07-12,point break,action,24000000,43218387
720,2000-07-21,pokemon 2000,adventure,30000000,43746923
724,2001-04-06,pokemon 3: the movie,adventure,3000000,17052128
729,1999-11-10,pokemon: the first movie,adventure,30000000,85744662
744,1984-03-23,police academy,comedy,4500000,81198894
750,1994-08-26,police academy 7: mission to moscow,comedy,10000000,126247
752,2012-05-18,polisse,thriller/suspense,8900000,176988
757,2000-12-15,pollock,drama,6000000,8596914
760,1982-06-04,poltergeist,horror,10700000,74706019
761,2015-05-22,poltergeist,horror,35000000,47425125
763,1988-06-10,poltergeist iii,horror,9500000,14114000
845,2011-04-22,pom wonderful presents: the greatest movie ever sold,documentary,1800000,638476
768,2014-02-21,pompeii,drama,80000000,23169033
777,2009-05-29,pontypool,thriller/suspense,1500000,3865
779,2005-02-11,poohs heffalump movie,adventure,20000000,18098433
783,2003-02-28,poolhall junkies,drama,4000000,563711
787,2001-06-29,pootie tang,comedy,3500000,3293258
804,1982-03-19,porkys,comedy,4000000,105124546
820,2006-05-12,poseidon,adventure,160000000,60674817
826,2002-08-16,possession,drama,25000000,10103647
834,2009-08-21,post grad,comedy,15000000,6380019
853,2008-05-09,poultrygeist: night of the chicken dead,comedy,450000,13804
879,1998-10-16,practical magic,comedy,60000000,46611204
881,2015-02-27,praia do futuro,drama,4000000,20620
896,2009-11-06,precious based on the novel push by sapphire,drama,10000000,47566524
898,1987-06-12,predator,action,18000000,56072497
899,1990-11-21,predator 2,action,35000000,28317513
719,2010-07-09,predators,action,40000000,52000688
903,1997-01-24,prefontaine,drama,8000000,590817
912,2012-08-24,premium rush,thriller/suspense,35000000,20275446
913,2007-03-16,premonition,thriller/suspense,20000000,47852604
943,1990-03-23,pretty woman,romantic comedy,14000000,175119672
962,2005-11-11,pride & prejudice,drama,28000000,38372662
959,2008-10-24,pride and glory,drama,30000000,15740721
963,2016-02-05,pride and prejudice and zombies,black comedy,28000000,10907291
966,2011-05-13,priest,horror,60000000,29136626
